,AICAR,Camptothecin,Vinblastine,Cisplatin,Cytarabine,Docetaxel,Methotrexate,ATRA,Gefitinib,ABT-263,Vorinostat,Nilotinib,RDEA119,CI-1040,temsirolimus,AZD-2281,ABT-888,Bosutinib,lenalidomide,Axitinib,AZD7762,GW 441756,CEP-701,SB 216763,17-AAG,VX-702,AMG-706,KU-55933,Elesclomol,BIBW2992,GDC-0449,PLX4720,BX-795,NU-7441,SL 0101-1,BIRB 0796,JNK Inhibitor VIII,681640,Nutlin-3,PD173074,ZM-447439,RO-3306,MK-2206,PD-0332991,NVP-BEZ235,GDC-0941,AZD8055,PD-0325901,SB590885,AZD6244,AZD6482,CCT007093,EHT 1864,BMS-708163,PF-4708671,JNJ-26854165,TW 37,CCT018159,AG-014699,Doxorubicin,etoposide,Gemcitabine,Mitomycin-C,Vinorelbine,NSC-87877,Bicalutamide,QS11,Midostaurin,CHIR-99021,AP-24534,JNK-9L,PF-562271,DMOG,FTI-277,OSU-03012,shikonin,AKT inhibitor VIII,embelin,FH535,pac-1,IPA-3,GSK-650394,BAY 61-3606,thapsigargin,Obatoclax Mesylate,BMS-754807,OSI-906,Bexarotene,Bleomycin,LFM-A13,AUY922,Bryostatin 1,Pazopanib,LAQ824,Epothilone B,GSK-1904529A,Tipifarnib,AS601245
T-24,4.066619309,-2.792163477,-2.292106388,0.745196781,-1.104796955,-1.747448992,1.144724253,2.896281671,1.501554497,1.243898003,0.498407639,1.637859123,2.008737924,0.464060591,-1.858126769,2.360385732,1.881618192,0.507604693,2.116516786,0.394517016,-0.431975349,-0.19502124,0.415076517,2.471628961,-0.479399004,2.276683288,1.039031308,2.690131635,-2.809411483,1.531740569,2.800455462,2.258617072,1.212129796,2.1831862,2.765009649,0.924626849,2.249313181,0.693313791,2.140777778,2.07335052,1.183400782,1.68059978,0.394242542,-0.108622696,-1.35819606,1.763354159,1.863182826,-1.705404075,1.736805737,0.98489042,1.520689264,1.730421174,1.566914513,1.735683086,2.360646309,1.271667227,-0.530831631,1.119049632,1.829311765,-0.60997876,1.257361132,0.317287731,-0.609478887,-0.546293383,3.298186904,2.036143209,2.818863902,0.283059246,1.797355074,1.748708446,0.457725972,1.450133596,3.642012634,0.801367127,2.938915926,0.391344061,2.438563516,2.199983408,2.042784874,2.178882342,3.207084951,2.986191051,1.356327725,-1.91108073,0.997567476,0.353230811,1.922488343,2.178500597,-0.142724367,2.221427567,-1.268869936,-0.782176522,2.055165307,-0.666977739,-1.685147712,1.880624092,1.143503885,1.556251281
T47D,2.714309243,-1.492793474,-1.630696304,2.375748465,1.037831352,-2.265679134,1.395821596,2.281755847,1.612987512,2.060733831,0.51004456,2.300995093,2.04660102,1.859863947,-0.968758117,2.362659698,2.676935597,1.949134915,2.783308213,2.158543463,2.310847932,0.980876671,1.306714357,2.439432105,1.311720904,2.098464901,1.8191914,1.920086694,-1.774925067,0.558969136,2.786211037,3.041290861,1.830333225,1.363412805,2.949292524,2.633599522,3.038287715,2.348773566,1.799578662,2.452993384,1.406698067,2.694321273,-0.548983837,0.225466152,-1.168345964,-0.223619097,-0.56105679,1.320709497,2.918441981,2.225644132,-0.133515333,1.406764949,1.165834005,1.732620876,1.304242787,1.338209827,-0.160727611,1.509644534,1.260552763,-0.328191563,1.06683484,0.845156605,0.804269951,-0.397493236,3.106383787,1.891186134,2.668170231,0.719995975,2.392720259,1.475063836,1.244268891,1.769303125,4.432320018,1.736760136,2.574925034,-0.651575051,-0.287185478,2.683938595,1.430072665,1.985811084,1.587637743,2.880783438,1.827617148,0.357932049,0.09235663,0.678185577,1.937990485,2.48788938,2.225564222,2.749040207,-0.351371162,-0.815365741,2.309065587,-1.517539139,-0.555689778,1.759475041,1.670273125,1.842722778
T84,4.467478762,0.662977453,0.911008677,2.55182274,1.615381343,-0.830575602,1.243950987,2.811586429,1.397531848,1.588169754,2.747890195,2.416485287,2.079330755,2.626351581,1.157838643,2.692428184,2.659979437,2.418555135,2.732973482,2.350363084,2.186657082,2.002884937,1.633799338,2.744574357,1.275761321,2.232763521,2.376065066,2.99176001,0.24343552,1.056551181,2.891346782,3.080569757,2.679862742,2.269261195,2.785235177,2.833334594,2.798886356,2.220330973,2.893117835,2.167056069,2.353105219,2.830218966,2.573698153,2.606043537,0.844253707,2.646890236,2.05686253,1.260779899,2.7908936,2.277595741,2.243505906,2.729357112,2.460081505,1.94521063,1.624553208,2.502375273,1.142193185,1.980739393,2.431219162,-1.243667827,2.901157061,-1.79686519,-0.761106291,-1.268741819,2.719566812,1.505641642,1.019666117,1.216157009,2.454334051,1.342064625,0.181323592,2.014142285,3.643679891,2.228740651,0.391792252,1.161974864,1.839309224,0.994298107,0.671091377,0.01423183,1.085919043,0.415717535,0.509683227,-1.87417395,-0.67268046,-1.473800039,0.082476865,1.930632667,1.129018861,2.57223458,-1.875875951,-0.290954285,2.623402287,-1.54932993,-3.620200194,1.81866851,-0.262649142,0.587054526
T98G,4.240803968,-1.566224419,-1.943009626,2.14851734,0.235050597,-2.828504371,1.108765538,2.558077014,1.57822137,1.267539258,0.625473953,0.479018128,1.452469666,0.954167994,-1.582166501,1.685412631,1.651778695,1.945922873,2.745978865,0.99572433,-0.609635233,2.255058463,-0.484973174,1.367373136,-1.386935063,2.392388024,1.753755382,2.688215093,-1.464562161,1.44066641,2.859262843,1.607408565,0.3781376,1.942468061,2.766828474,2.810980589,2.74708067,1.906870679,2.571906254,1.677123252,0.596602056,0.136122657,0.91278885,0.302473078,-1.524648106,0.298865828,0.00588165,0.86337743,2.692199311,1.630156476,0.843978496,2.504247082,2.660396794,2.596867329,2.393201892,0.763154858,-0.217439955,2.20067133,1.752853353,0.447780194,0.945262352,-0.268027445,-0.280875613,-1.723254012,2.537450632,2.057110512,3.191263603,-0.721355317,1.129423624,-0.714037021,-0.2464087,1.434526355,2.823151691,1.845406284,2.990847557,0.034260623,1.535702203,1.293294224,1.026446756,2.366967465,3.672151803,2.164779932,1.610959357,-3.13041634,0.704586339,1.210771323,2.467583073,1.610246679,1.804376747,2.884287326,-1.129560427,-0.58980057,1.647622497,-0.260229688,-1.699894181,2.034774747,1.071755831,1.146421041
TC-YIK,2.875916734,-2.91863003,-2.188283515,0.908132779,0.130252732,-2.205084631,-1.370903082,2.37049437,1.253362149,-0.992862764,0.021332111,1.853237482,0.677035131,0.847834465,0.349514553,2.084746842,2.386968897,1.923689602,2.252728473,1.63488768,-0.631329111,2.076178211,-0.62739614,2.774084667,0.269712074,1.982482217,2.03492371,2.247106531,-0.844397458,0.724746288,2.370291555,2.127787596,0.429488579,1.455269128,2.847588573,2.46167884,2.778987851,2.003822145,2.846604462,1.799466614,0.889303073,2.502158125,1.714255865,2.621479666,-0.709478666,0.688761082,-0.095397126,0.394874006,2.436727753,2.411017954,2.036234411,2.26998169,1.382203424,1.697686227,1.38944181,1.402122341,-0.427740978,1.366878475,2.55687315,-0.965552403,0.361273177,-1.406039693,-0.916731789,-1.538550973,3.03540953,1.909575927,1.828921748,0.533074634,2.130704828,0.876943714,0.144025068,1.188978592,2.651534578,1.785175354,1.384467206,0.895594398,1.75389377,1.704327382,1.379745976,1.595720011,2.884353635,1.625013745,0.89230987,-1.744443124,0.157496824,0.510921942,1.23996962,2.456823194,0.598263605,2.743318663,-0.636747183,-0.365413399,1.944685588,-1.398765833,-1.913195067,1.662024025,1.431950974,1.269056194
TCCSUP,3.014882282,-1.408434811,-1.626600907,0.929359791,0.519100034,-1.899802102,0.932960961,1.864280288,0.613894359,1.867734666,0.237616843,2.184190723,0.998843433,1.099533306,-1.08441595,2.549749418,2.407206151,2.038141398,2.196462148,1.918817686,0.480919903,2.03490851,0.267325625,1.954488463,-1.224425976,2.280913316,1.935337814,2.225856936,-1.87094888,1.457000226,2.703347216,1.461307124,0.919100452,1.677847656,2.032790021,2.802304253,2.989450866,1.171111985,2.556126598,1.524145193,1.235698958,2.607358581,1.774720514,1.118211878,-1.190271755,0.628172225,0.167198598,0.977028387,2.785360689,1.974606721,1.098793965,2.447888253,2.562067746,2.417334333,2.343163784,0.900107452,-0.442859203,1.073437419,2.171815936,0.090197318,1.065158029,0.067388172,-0.317219547,-1.56761503,3.106357729,1.393103781,1.990503202,-0.783320454,2.325377688,0.007458573,1.000286594,2.056415641,2.6358939,0.471447506,1.054298496,-0.25614124,1.021725975,1.062620447,0.682207144,2.191846467,3.100046996,3.169632698,1.78239276,-1.287018234,0.097010096,-0.365640342,0.773244388,2.918441547,1.202539271,2.693231194,0.81977383,-1.061226796,2.626057564,-1.233327276,-2.347073303,1.906217066,0.763567438,2.243900569
TE-1,2.315519638,-1.454578165,-1.964515889,1.58558353,2.073146836,-2.56307531,-0.410897301,2.726737882,0.555298479,2.134751074,-0.101769095,1.654806162,1.165057052,1.398805634,0.082139418,2.480877262,2.756330708,0.909051312,1.255195306,0.926505173,0.084101995,1.163244741,-0.256955976,2.59558312,-1.03604119,2.067633467,2.242825256,2.398038629,-1.337548397,0.258817362,2.801661063,2.205062482,0.994721544,1.621917041,2.555634976,2.951625988,2.212062006,0.598774397,3.017959693,2.261677545,1.094407328,0.897127323,1.404086655,2.701334261,-0.651931173,0.66851905,0.32092929,-0.092451306,2.80798526,1.409852782,1.198174847,2.304769112,1.409147488,1.848509752,1.59834093,1.711070315,-0.018870964,0.978627894,1.911935421,-1.117170005,1.33211103,0.768446302,-0.781523343,-1.883923862,2.772632386,1.984387901,1.204779797,0.612209297,2.292832528,1.767242832,1.425050918,1.465631394,3.003283145,1.222171988,0.321198553,1.198559397,1.593261422,1.333838653,0.883904793,2.348645883,3.516932349,2.814231717,2.753347539,-1.65769422,-0.841424278,-0.259930459,0.232855672,1.758150008,0.80787807,2.53085283,-1.801063514,-0.170877073,2.61765136,-1.692998453,-2.694490214,1.462224788,0.416006776,1.992125292
TE-10,3.179983672,-0.830883517,-1.668150728,2.197471014,0.592028501,-2.504976262,1.102383581,2.653486735,0.781635391,2.293949099,0.593297075,2.175404946,1.189368857,2.098017144,1.161189659,2.6206519,2.734499593,2.133105098,2.793867649,2.384857357,-0.041035617,2.273785675,0.171535463,2.842921211,-0.382504865,2.357217988,2.326191556,2.628798396,-0.49901956,0.428261263,2.911159731,3.056425155,1.301733434,1.791573311,2.634837261,2.92987044,3.016796218,1.240402801,2.696585251,2.25129617,1.470700914,2.499625754,1.961710781,1.001714554,-0.39039643,1.764675283,1.280139009,0.628180042,2.6994542,1.441468986,1.119803955,2.755985444,2.9792393,2.692687458,2.23109279,1.323515039,0.091372085,1.431699098,1.474388508,-0.948155187,0.376762623,-1.790310383,-1.139070607,-2.440726737,3.069670268,1.852248594,0.875794344,0.107685923,2.441599669,0.501554971,-0.515173143,0.626223979,2.798452061,0.825226831,0.436585385,-0.006081426,0.956276494,1.124315886,0.601834001,2.019223096,1.998250147,1.161451105,0.244533417,-2.80326057,-1.018447921,-0.200211059,0.432709307,1.962768288,-0.106169366,2.852951242,-1.704093808,-0.107686791,2.788411173,-1.372185119,-3.143147683,1.189575581,-0.090555177,0.347489438
TE-11,2.850931338,-1.770253361,-1.900047044,1.446322661,1.300192123,-3.758134293,0.439519045,1.941284174,0.781188502,0.573125833,0.580442827,1.777439198,0.974002223,1.124013183,-0.115596597,2.638775009,2.210228849,0.704161599,2.284165747,0.772572968,-0.247468813,1.979446064,-0.507075288,3.111363841,-0.915006358,2.153346695,2.36249814,1.652284648,-0.843790749,0.434761783,2.691792377,1.256356175,0.224839031,1.807012915,3.004814902,2.737012421,2.824539262,0.875029551,1.962459939,2.194245509,0.27363549,1.371788608,2.189538191,1.039054759,-1.065377782,0.878664161,0.392335121,0.192294739,2.812347313,1.323269229,1.552064905,2.629517154,1.865398162,1.93827929,2.620125101,1.183824219,-0.821570506,1.764025578,1.70020253,-0.618196046,0.872449407,0.612780394,-1.037278061,-2.038335093,2.943805647,1.728871177,3.106500612,0.03000888,2.007422446,0.816362012,0.37754305,0.213576906,2.622762137,1.98484695,1.685760067,0.603605923,1.722204322,1.67268346,1.800731714,2.153010985,2.777152089,1.372238972,2.111113728,-2.038884041,-0.519292861,-2.377013565,-1.106696559,2.289604417,0.784231169,2.611956891,-0.69950683,-1.625488244,1.669692474,-1.321783073,-2.919477339,1.80687394,0.228325112,-0.522570481
TE-12,2.618520383,-1.120288239,-0.698532708,0.941466184,1.091031557,-1.425989428,-0.270205866,1.734818406,-0.128954626,1.246499862,0.500486172,2.203418243,0.081838886,0.544384224,0.017103385,2.419516228,2.563201255,0.079716055,2.636744683,1.367170755,-0.455242242,1.134832327,0.175398947,2.702151169,-0.710131411,1.968091869,1.991337916,1.729191252,-1.871897813,-0.370850138,1.327432376,1.257516176,1.116111195,0.993836887,2.703841009,2.022700926,2.445873995,1.530401205,2.720629965,1.996258907,1.215769618,2.38946001,1.39932201,1.537139283,-1.106066832,-0.180779421,-0.027092593,-0.798428256,2.666240227,0.213589066,1.245652543,2.48943764,2.316666609,2.338433014,1.951995179,1.297184634,-0.715998729,0.998456477,2.32896192,-1.091181389,1.897502947,0.06954401,-0.721632831,-0.304057818,3.118990052,2.062124008,1.647020565,-0.213255094,1.951211711,-0.253874222,0.082895959,0.827612845,2.260757709,1.517916541,0.232083497,0.369818689,2.025347082,1.157595438,0.469000691,2.440892203,3.59743274,0.299132485,-0.274715146,-1.975103988,-0.477339579,-0.445623053,-0.11641611,1.161667383,-0.14336278,2.375846181,-1.750701858,-0.796919517,1.07253539,-1.247190824,-2.261701431,0.548885252,0.449638106,0.147579779
TE-15,3.063188857,-2.079633024,-1.726631955,1.733650154,1.015459106,-1.858802097,0.414686086,2.260527967,-0.572560816,2.026501437,0.245315147,2.331584625,-1.306990569,0.854650282,0.488911356,2.732718551,2.789708411,0.15349183,2.837887303,2.351917858,-0.059050152,2.412800299,0.32656817,3.035781835,-0.828886197,2.312225514,2.242958584,1.402541435,-0.031338256,-0.817279242,2.89229311,1.428021058,0.696716054,1.742022917,2.751222536,2.993858086,2.680005624,0.796179045,2.544244735,1.158010624,0.912224702,2.529924309,0.456193781,1.225707145,-0.967571191,-0.224318311,-0.122074533,-1.874969144,2.246194512,1.713703877,1.244328247,2.628440103,2.591011736,1.764280509,1.323935002,1.559073326,-0.125735201,0.958863586,2.265905402,-1.617308742,-0.017891195,-4.333740382,-1.132537515,-2.508253014,3.128997066,1.668148557,1.326300604,0.186808297,0.596974246,-0.583501997,-0.425459629,0.746462315,2.338791742,1.280772211,0.362952927,-0.397607021,0.812507649,0.860009042,0.333255871,1.391905997,1.639790864,0.413602956,0.108031621,-2.308784599,-0.693540493,-0.019742159,0.782906137,1.519375771,0.508280456,2.724653703,-1.874223026,-0.961865864,0.855472836,-1.513797692,-3.646955774,1.542736036,-0.438161006,0.345957681
TE-5,4.206068227,-2.131935543,-2.212160157,2.32462853,-0.419534984,-2.881596003,1.078903884,1.594134788,1.316981513,0.569032608,0.846881623,1.3521142,0.655425072,0.925533222,-0.487187207,2.62140931,2.386115074,2.008776576,2.76419665,1.976256606,0.152147689,2.167387436,0.376582825,2.960126,0.869993038,2.236404212,2.349801975,2.375775391,-1.822843383,0.733076925,2.433114857,2.948192456,1.208726231,1.182794941,2.872275175,3.161124,2.937314682,2.049547708,2.188855046,1.965784028,1.570203425,2.205000812,0.891723831,0.900897433,-1.329375843,1.16793295,-0.164914644,0.011001114,2.085054756,1.193493352,1.58594936,2.355418272,2.51667963,2.781563652,2.617557552,1.470551516,-0.053335705,2.433910051,1.763912227,-1.42617574,0.073083075,-3.500731428,-0.878622469,-1.932183967,3.23088038,1.812623999,1.269973478,1.496027231,2.296737704,1.662362017,-0.469435854,0.939666902,3.035021386,1.482139796,1.009048485,0.001870072,0.683454438,0.974001355,0.82797027,2.275051643,3.161106194,1.678068711,0.743234639,-0.0474293,-0.316010905,1.484837633,2.017214918,1.672692146,0.901135427,2.938030399,0.659104415,-0.408564705,2.655084504,-1.348104359,-2.51662404,2.165583376,1.074158782,1.240469249
TE-6,4.038674631,-0.748363222,-1.248184924,1.757920701,0.916433884,-1.834186286,1.042682856,2.434049025,-0.116731842,1.731952062,0.693706393,2.436729925,1.143045705,1.318203618,-0.723762177,2.197219124,2.761646907,2.196704919,2.765957714,1.85258604,0.759049907,1.694327394,0.878453529,2.978321635,-0.589224695,2.443969614,1.782008844,2.752624439,-0.856989827,-0.395272688,2.914172866,2.919982858,1.083576893,1.581198893,3.00331398,1.915108811,3.077236547,1.70334769,2.474269037,0.942078973,1.986378273,1.283534758,0.840757202,0.857695121,-0.658200648,0.733852141,0.232676743,0.331370164,2.353763175,1.876306336,1.917880352,1.241932821,1.611685931,0.791747938,1.642359716,1.182513519,1.389179931,1.52138004,2.226814121,-0.32807604,1.473093008,-0.601446611,-0.048822517,-1.059477023,2.806684982,2.130927545,1.970782324,0.21704301,2.599068768,0.872102406,0.301980154,0.736052711,3.134847881,2.049907738,0.778391211,0.472450292,1.877939284,1.385410689,1.28259147,1.869954345,1.848377293,2.937590025,0.8433469,-1.74911842,0.01521681,0.682779544,2.597183495,1.964005158,1.092919435,3.112270214,-0.608846989,0.131233804,2.928650507,-1.168324683,-1.638481467,2.188867206,0.857699464,2.176229237
TE-8,2.918276515,-2.379865142,-2.210687898,1.218255954,-0.659348922,-3.34291663,0.94235475,2.301663038,0.421031997,1.366544068,0.333980708,1.751184793,0.049352356,0.754759077,-0.698557028,2.054825255,2.511325213,1.41608708,2.731407851,1.904262306,0.050345154,2.311623582,-0.175747251,2.614732467,-0.94831327,2.0386847,2.106406845,1.894573631,-2.267197428,0.281889691,2.033443634,1.975158275,0.549998783,1.649001816,2.749729866,2.988922329,2.960525985,1.801595091,2.831256929,1.720092783,0.395349993,2.089360786,1.28561112,0.1515957,-1.177045751,0.541902666,0.1630424,-0.59219223,2.547792052,0.704931603,1.840802023,2.600595313,2.113660865,1.56500492,1.186010458,1.016342027,-0.888530029,0.945800443,1.108866295,-2.124765341,0.942066813,-2.096841943,-1.445345499,-1.33739596,2.95787896,1.900658097,0.501029475,0.225049663,1.641370393,0.543239424,-0.080210716,1.256883843,3.421868327,1.588781675,-0.171584538,0.107422306,1.389597288,1.042573848,0.76047917,1.918096323,2.693663752,0.614456336,0.385744267,-2.863406447,-1.005003032,-1.437175551,0.118800821,1.577120868,-0.424011691,2.53336175,-2.62537659,-1.109167261,0.789914347,-2.924879094,-3.954480565,1.579225459,-0.032229862,0.464409764
TE-9,3.888870829,-1.626097559,-2.369596249,1.186261046,0.252255173,-3.074002356,0.540381766,2.400873269,0.700292469,1.680862094,0.838752499,2.323888492,1.635932158,1.830271121,0.79030304,2.775187775,2.886622527,1.205800389,2.876983361,1.820578537,0.213401885,1.291646076,-0.382398028,2.90267492,-0.661824401,2.399250311,2.069005404,2.749185261,-0.930523266,0.584762754,2.620410433,2.597491844,1.158092271,1.489588815,2.452348023,2.389406158,2.676014892,0.919131287,2.574194117,1.475475113,0.664173934,2.174361771,2.560611123,1.823680268,0.052973069,2.274496615,1.243450246,0.731177755,1.39949095,2.335764275,1.095810787,2.76885967,1.651967613,2.897963259,2.158325447,1.135688322,-0.648106341,0.874963104,1.466867396,-0.589281588,-1.252383249,-0.722100132,-0.300605177,-2.967400432,3.142064987,1.948221594,1.415370928,0.82769319,2.174475122,0.945006552,-1.160118255,0.749572298,2.9783959,1.037867833,0.564379577,-0.389850088,1.822445135,0.929354145,0.429042993,2.014396347,1.741346286,1.217628833,1.358986475,-1.877540167,-0.632275004,0.169632385,1.848539719,1.37257859,1.53117946,2.830522972,-1.372927763,-0.777594715,1.162392655,-0.89409117,-2.804649878,1.808558134,1.257561342,0.812358686
TGBC11TKB,3.421649443,-1.379977665,-1.450021982,2.072342957,1.087804749,-2.0630395,0.056742746,2.212478929,1.071567782,0.41740781,0.293655597,2.295528194,0.023548315,0.629066871,0.732732964,2.532540065,2.695882562,1.682607957,2.627705711,1.015813925,-0.299462114,1.808131657,0.155141281,2.781393843,-0.799794112,2.361464085,2.25405394,1.680988039,0.728148551,1.446356971,2.81718492,2.829692601,0.917844907,1.853497624,2.715074035,3.090492083,2.889780282,2.326842998,2.926032146,2.088009696,1.53096405,2.736665854,2.650642975,2.673938531,-0.469646487,1.051237588,0.300241238,-0.785083689,2.691920494,2.478787437,2.964347274,2.419776371,2.501419391,2.462385437,1.623184746,2.094089384,0.473193804,2.116574113,2.468447319,1.202005958,2.34962044,-0.918899374,-0.123097297,-1.622755663,2.871752284,1.985107093,1.819908855,1.922243401,2.33175096,1.945035175,0.32761178,1.881337204,3.770598979,1.982075717,2.129261592,0.487789573,2.465623971,1.769466854,1.489550163,1.773745523,2.331742274,2.11172478,0.769089058,-0.189460099,0.564982377,1.563061887,1.693331122,2.699784698,0.673499105,3.047091298,-0.610448232,0.022851273,2.74592371,-1.078342341,-2.357540234,2.134784515,2.933738267,1.133085161
TGBC1TKB,2.910778855,-0.958718098,-1.505754124,1.916779542,0.65525396,-1.956923118,0.881807151,2.697085992,1.1661784,0.057485389,0.941280306,2.196634129,0.872580999,0.897295829,-0.863645824,2.591143328,2.656034306,2.27048026,2.346082677,2.238514014,0.283381058,2.185588717,0.799831896,2.650665124,-1.094601892,2.271499549,1.927570023,2.104214092,-1.477389049,1.478909514,2.8480372,2.497106412,1.566880204,1.773061509,2.630105623,2.821894843,2.694902359,1.437745345,2.575087461,2.138932461,1.770221658,1.74295057,1.110976966,0.875002625,-1.637264139,0.648470714,0.123844717,0.531118265,2.677189225,1.447005807,1.296962386,2.559465454,2.548182917,2.665106284,2.618782697,1.595394242,0.052050628,2.158164758,2.459393148,0.025451828,2.100476119,0.814055474,0.08328943,-1.158007149,2.916358236,1.973707297,3.086321987,0.501821194,2.402906636,1.642562532,0.274293012,1.375592159,3.252410963,1.632435653,1.246274897,0.154787331,2.083438312,1.04044841,0.922941787,1.401519974,2.23735966,2.473357453,2.546311977,-3.293150391,-0.207749108,1.903612168,1.746284214,1.253905451,1.870052496,2.793613587,-0.677843353,0.084508495,1.758934344,-0.829177608,-1.402913191,2.00567528,1.671801842,1.702466507
TGBC24TKB,2.866631084,-1.269928746,-1.487794744,1.599902653,0.267571436,-2.015891189,0.661367958,2.02655225,0.307411875,-0.339347285,1.174753979,2.162927666,1.665882843,1.427049107,-0.849380119,2.477858915,2.373493608,1.114836107,2.361665163,1.380774595,-0.781598042,1.976526737,1.413497816,2.809273811,0.00036307,1.926842579,1.656885564,2.662559147,-1.888598607,0.225902618,2.527708104,2.858389911,1.183526293,2.239769994,2.982612031,2.478882981,2.632792168,2.125285191,2.448891907,1.044291048,1.95949197,1.840736315,1.564310918,1.458058167,-0.653322652,0.033604404,0.268346217,0.011762432,2.472696456,1.046026489,1.759097692,2.793314358,1.876958647,1.471036623,2.869550845,1.02543485,-0.644855647,1.393770423,1.787183029,0.382790196,2.325653465,0.017794782,-0.148743254,-1.695868705,2.68216928,1.731440463,3.088746653,0.716049107,1.340358717,1.465131521,0.017286223,1.580056698,4.559877084,1.866376193,3.022120668,1.44533551,1.708491908,1.422718322,0.716147692,1.421615648,3.607804995,2.343020467,2.812873244,-3.693727553,0.56626702,-0.44727511,0.176651018,1.755432628,2.309928096,3.196013047,1.131265901,0.038391198,2.055553566,-1.452338509,-2.56039441,1.749603527,1.301046814,1.541791012
TGW,3.096893584,-2.103345068,-1.537360339,1.148109144,0.068821344,-0.866029666,-0.724435334,0.716598055,1.888003624,-1.153172583,-0.080673674,2.152405579,1.134090118,1.006559543,-0.039014845,2.786762591,2.841588361,2.265738633,2.767884679,1.31001847,-0.426706489,2.233309429,-0.67219709,2.576091984,2.058371703,2.192405404,2.311774716,1.649277593,-1.731521242,1.719640682,2.055566161,2.787755388,0.267098489,1.766174033,3.199170803,3.080590169,2.957499821,0.981417367,2.359599659,2.495954663,0.533203747,1.460030298,0.717940025,0.136116142,-1.224071592,0.10819231,0.227668459,0.516360504,3.018615478,2.371354708,2.468558995,2.919649754,2.820759163,2.790430642,2.938766963,1.411407122,-0.083382369,1.185326444,1.948411815,0.164178949,1.665852008,-0.699754378,0.440599569,-1.1029195,3.318605694,2.239128107,1.71958987,1.722870096,2.451875945,1.891233906,0.540537244,1.401981195,3.787078717,2.102127307,1.133396115,-0.282627991,2.595240462,1.912851783,1.721647123,1.400425986,2.501645658,1.962018261,1.014560551,-2.324966411,-1.759769058,0.380666931,0.60348128,3.08859769,1.817898071,3.490072104,-0.78327051,-0.05790014,2.671284123,-1.106593632,-1.8703856,2.346558664,1.773149671,2.762373047
THP-1,3.616440941,-1.734431015,-1.402368151,2.500045717,2.260865414,-0.228508819,-1.24406651,3.069808808,1.607606169,-0.203497365,0.462957483,2.21813214,1.951959567,1.752063805,0.310619574,2.6616645,2.75543997,2.414475372,2.773098384,2.11552616,-0.298681253,2.261082996,-0.215961183,3.020822128,0.172080068,2.238327268,2.26282886,2.155760069,0.816243016,1.754637434,2.781683517,2.199813599,2.764483718,0.995583185,3.124282365,3.089485388,2.832671426,2.24254253,2.890134667,2.388155824,2.813349665,2.828472233,1.130408169,1.587394538,-0.652346793,0.110712087,-0.134752458,0.842315451,2.822123716,2.719097774,2.457704549,2.823668502,1.407451134,2.804988628,1.309631079,2.179853424,0.167584686,2.221809311,2.698520901,-0.004617853,2.49344835,-0.17770201,-0.225114808,-0.903268681,3.265322104,2.211838779,1.984461731,1.081878801,2.341644622,1.57155495,0.019149781,1.216600424,3.844457704,1.222217589,1.919760539,-0.049914333,2.557650971,1.473784404,1.291616978,1.159016016,3.635197685,3.138758269,1.185476275,-1.941527379,-1.699296591,1.164768246,2.631460622,2.155678856,1.966079783,3.170466109,-0.814363823,-0.19362064,2.14314034,-1.206514803,-1.628108343,2.245850985,3.332451002,0.726370984
TK10,4.22122163,-1.253449876,-1.372614636,1.49089691,0.238876731,-1.906115007,1.42893655,2.806634604,-0.288100971,1.229100288,0.496547556,2.263040361,0.343960795,0.801132173,-0.487623673,2.7612821,2.612538411,0.329312911,2.143748787,2.197139213,-0.420807032,1.684384222,-0.600732196,2.004854897,-0.636068567,2.066913842,2.231138826,2.021404557,-1.373305599,-0.572864388,2.25125578,1.881130045,0.782247746,1.230651587,2.142089782,3.095679296,2.93051667,1.056991122,2.447378391,1.45086321,1.491961366,2.291458855,1.06171972,0.505373288,-0.999067529,0.222931609,0.132889769,-0.253164585,2.570089165,0.86663377,1.284774557,2.826087522,1.300606874,2.060898863,2.367328798,0.828582625,-0.335335707,1.88902769,2.317860051,-0.940824731,0.874612194,-1.838996532,-0.277099857,-0.934599554,3.098180832,2.019187049,1.771501958,-0.407338692,1.545705742,1.457178286,0.076308581,1.214160992,2.550603241,1.453713485,1.110376771,0.087788721,1.787996462,1.572852187,1.008964232,0.679439385,1.559911949,2.005826414,0.842695458,-1.643641319,-0.751966129,0.184571246,1.389189051,2.675861152,-0.0005724,2.748100828,-1.859475254,-0.84490428,1.434013887,-1.472376856,-2.688967725,1.694298296,0.754297422,0.572928229
